283,52
292,53
301,54
85,55
94,56
103,57
112,58
121,59
130,60
139,61
148,62
157,63
166,64
175,65
184,66
193,67
202,68
211,69
220,70
229,71
238,72
247,73
256,74
265,75
266,76
274,77
302,78
30,79
5,79
30,80
5,80
78,81
80,81
79,81
30,82
5,82
30,83
5,83
82,84
83,84
302,84
84,85
81,85
78,86
82,86
80,86
86,87
31,88
6,88
31,89
6,89
87,90
89,90
88,90
31,91
6,91
31,92
6,92
91,93
92,93
86,93
93,94
90,94
87,95
91,95
89,95
95,96
32,97
7,97
32,98
7,98
96,99
98,99
97,99
32,100
7,100
32,101
7,101
100,102
101,102
95,102
102,103
99,103
96,104
100,104
98,104
104,105
33,106
8,106
33,107
8,107
105,108
107,108
106,108
33,109
8,109
33,110
8,110
109,111
110,111
104,111
111,112
108,112
105,113
109,113
107,113
113,114
34,115
9,115
34,116
9,116
114,117
116,117
115,117
34,118
9,118
34,119
9,119
118,120
119,120
113,120
120,121
117,121
114,122
118,122
116,122
122,123
35,124
10,124
35,125
10,125
123,126
125,126
124,126
35,127
10,127
35,128
10,128
127,129
128,129
122,129
129,130
126,130
123,131
127,131
125,131
131,132
36,133
11,133
36,134
11,134
132,135
134,135
133,135
36,136
11,136
36,137
11,137
136,138
137,138
131,138
138,139
135,139
132,140
136,140
134,140
140,141
37,142
12,142
37,143
12,143
141,144
143,144
142,144
37,145
12,145
37,146
12,146
145,147
146,147
140,147
147,148
144,148
141,149
145,149
143,149
149,150
38,151
13,151
38,152
13,152
150,153
152,153
151,153
38,154
13,154
38,155
13,155
154,156
155,156
149,156
156,157
153,157
150,158
154,158
152,158
158,159
39,160
14,160
39,161
14,161
159,162
161,162
160,162
39,163
14,163
39,164
14,164
163,165
164,165
158,165
165,166
162,166
159,167
163,167
161,167
167,168
40,169
15,169
40,170
15,170
168,171
170,171
169,171
40,172
15,172
40,173
15,173
172,174
173,174
167,174
174,175
171,175
168,176
172,176
170,176
176,177
41,178
16,178
41,179
16,179
177,180
179,180
178,180
41,181
16,181
41,182
16,182
181,183
182,183
176,183
183,184
180,184
177,185
181,185
179,185
185,186
42,187
17,187
42,188
17,188
186,189
188,189
187,189
42,190
17,190
42,191
17,191
190,192
191,192
185,192
192,193
189,193
186,194
190,194
188,194
194,195
43,196
18,196
43,197
18,197
195,198
197,198
196,198
43,199
18,199
43,200
18,200
199,201
200,201
194,201
201,202
198,202
195,203
199,203
197,203
203,204
44,205
19,205
44,206
19,206
204,207
206,207
205,207
44,208
19,208
44,209
19,209
208,210
209,210
203,210
210,211
207,211
204,212
208,212
206,212
212,213
45,214
20,214
45,215
20,215
213,216
215,216
214,216
45,217
20,217
45,218
20,218
217,219
218,219
212,219
219,220
216,220
213,221
217,221
215,221
221,222
46,223
21,223
46,224
21,224
222,225
224,225
223,225
46,226
21,226
46,227
21,227
226,228
227,228
221,228
228,229
225,229
222,230
226,230
224,230
230,231
47,232
22,232
47,233
22,233
231,234
233,234
232,234
47,235
22,235
47,236
22,236
235,237
236,237
230,237
237,238
234,238
231,239
235,239
233,239
239,240
48,241
23,241
48,242
23,242
240,243
242,243
241,243
48,244
23,244
48,245
23,245
244,246
245,246
239,246
246,247
243,247
240,248
244,248
242,248
248,249
49,250
24,250
49,251
24,251
249,252
251,252
250,252
49,253
24,253
49,254
24,254
253,255
254,255
248,255
255,256
252,256
249,257
253,257
251,257
257,258
50,259
25,259
50,260
25,260
258,261
260,261
259,261
50,262
25,262
50,263
25,263
262,264
263,264
257,264
264,265
261,265
258,266
262,266
260,266
0,267
26,268
1,268
26,269
1,269
267,270
269,270
268,270
26,271
1,271
26,272
1,272
271,273
272,273
0,273
273,274
270,274
267,275
271,275
269,275
275,276
27,277
2,277
27,278
2,278
276,279
278,279
277,279
27,280
2,280
27,281
2,281
280,282
281,282
275,282
282,283
279,283
276,284
280,284
278,284
284,285
28,286
3,286
28,287
3,287
285,288
287,288
286,288
28,289
3,289
28,290
3,290
289,291
290,291
284,291
291,292
288,292
285,293
289,293
287,293
293,294
29,295
4,295
29,296
4,296
294,297
296,297
295,297
29,298
4,298
29,299
4,299
298,300
299,300
293,300
300,301
297,301
294,302
298,302
296,302
266,303
0,304
77,305
52,306
53,307
54,308
55,309
56,310
57,311
58,312
59,313
60,314
61,315
62,316
63,317
64,318
65,319
66,320
67,321
68,322
69,323
70,324
71,325
72,326
73,327
74,328
75,329
76,330
