85,16
86,16
80,16
16,17
84,17
81,18
85,18
83,18
18,19
11,20
4,20
11,21
4,21
19,22
21,22
20,22
11,23
4,23
11,24
4,24
23,25
24,25
18,25
25,26
22,26
19,27
23,27
21,27
27,28
12,29
5,29
12,30
5,30
28,31
30,31
29,31
12,32
5,32
12,33
5,33
32,34
33,34
27,34
34,35
31,35
28,36
32,36
30,36
79,37
17,38
26,39
35,40
52,41
61,42
70,43
71,44
36,45
13,46
6,46
13,47
6,47
45,48
47,48
46,48
13,49
6,49
13,50
6,50
49,51
50,51
36,51
51,52
48,52
45,53
49,53
47,53
53,54
14,55
7,55
14,56
7,56
54,57
56,57
55,57
14,58
7,58
14,59
7,59
58,60
59,60
53,60
60,61
57,61
54,62
58,62
56,62
62,63
15,64
8,64
15,65
8,65
63,66
65,66
64,66
15,67
8,67
15,68
8,68
67,69
68,69
62,69
69,70
66,70
63,71
67,71
65,71
0,72
9,73
2,73
9,74
2,74
72,75
74,75
73,75
9,76
2,76
9,77
2,77
76,78
77,78
0,78
78,79
75,79
72,80
76,80
74,80
80,81
10,82
3,82
10,83
3,83
81,84
83,84
82,84
10,85
3,85
10,86
3,86
71,87
0,88
37,89
38,90
39,91
40,92
41,93
42,94
43,95
44,96
